image_id,image_ref,label_source,usable_for_training,material_category,sub_category,material_code,weight_kg,city,month,lighting,background,hand_for_scale,split
IMG900611,img/placeholder/0611.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,3.2,Pimpri-Chinchwad,2025-06,low_light,cluttered_yard,True,test
IMG900612,img/placeholder/0612.png,procedural_placeholder,False,LCD/LED panel,TV panel,LCD-TV,87.6,Nashik,2026-01,low_light,cluttered_yard,True,test
IMG900613,img/placeholder/0613.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,77.0,Mumbai,2025-03,daylight,cart,True,train
IMG900614,img/placeholder/0614.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,59.4,Pimpri-Chinchwad,2026-02,daylight,cluttered_yard,False,train
IMG900615,img/placeholder/0615.png,procedural_placeholder,False,CRT,Monochrome monitor tube,CRT-MON,33.8,Pune,2025-05,daylight,cart,True,train
IMG900616,img/placeholder/0616.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,2.8,Pune,2026-06,shade,cart,False,train
IMG900617,img/placeholder/0617.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,3.7,Pimpri-Chinchwad,2025-09,indoor_tube,cluttered_yard,True,test
IMG900618,img/placeholder/0618.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,4.9,Nashik,2025-04,indoor_tube,floor_mat,True,train
IMG900619,img/placeholder/0619.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,30.6,Pune,2025-12,daylight,floor_mat,False,test
IMG900620,img/placeholder/0620.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,3.7,Mumbai,2025-09,shade,cluttered_yard,False,test
IMG900621,img/placeholder/0621.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,17.9,Mumbai,2025-08,shade,shop_counter,True,test
IMG900622,img/placeholder/0622.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,17.5,Nashik,2026-08,daylight,floor_mat,True,train
IMG900623,img/placeholder/0623.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,11.9,Nagpur,2025-06,flash,cluttered_yard,False,test
IMG900624,img/placeholder/0624.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,33.3,Pune,2025-11,daylight,floor_mat,True,train
IMG900625,img/placeholder/0625.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,2.4,Pune,2026-07,low_light,cart,True,train
IMG900626,img/placeholder/0626.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,30.8,Nagpur,2026-05,daylight,cart,False,train
IMG900627,img/placeholder/0627.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,32.7,Mumbai,2026-06,low_light,cluttered_yard,False,val
IMG900628,img/placeholder/0628.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,24.8,Nagpur,2025-12,shade,floor_mat,False,train
IMG900629,img/placeholder/0629.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,34.0,Nagpur,2026-06,indoor_tube,cluttered_yard,False,val
IMG900630,img/placeholder/0630.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,13.4,Nagpur,2025-04,indoor_tube,shop_counter,True,train
IMG900631,img/placeholder/0631.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,8.4,Mumbai,2025-10,flash,cart,False,train
IMG900632,img/placeholder/0632.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,70.6,Pune,2025-07,low_light,shop_counter,True,train
IMG900633,img/placeholder/0633.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,11.8,Mumbai,2026-08,low_light,shop_counter,False,train
IMG900634,img/placeholder/0634.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,4.7,Pune,2025-09,flash,floor_mat,True,test
IMG900635,img/placeholder/0635.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,60.7,Nashik,2026-07,shade,cluttered_yard,False,train
IMG900636,img/placeholder/0636.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,17.4,Aurangabad,2025-08,indoor_tube,cluttered_yard,True,train
IMG900637,img/placeholder/0637.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,46.6,Mumbai,2025-11,shade,cart,False,train
IMG900638,img/placeholder/0638.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,44.6,Pune,2025-04,daylight,cart,False,train
IMG900639,img/placeholder/0639.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,6.4,Nagpur,2025-04,daylight,floor_mat,False,train
IMG900640,img/placeholder/0640.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,65.1,Mumbai,2026-07,daylight,floor_mat,False,val
IMG900641,img/placeholder/0641.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,22.3,Aurangabad,2025-11,shade,cart,False,val
IMG900642,img/placeholder/0642.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,35.5,Pune,2026-08,indoor_tube,cluttered_yard,True,train
IMG900643,img/placeholder/0643.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,38.6,Aurangabad,2025-04,shade,cluttered_yard,True,test
IMG900644,img/placeholder/0644.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,4.4,Mumbai,2026-07,daylight,floor_mat,True,train
IMG900645,img/placeholder/0645.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,1.1,Nagpur,2025-12,flash,shop_counter,True,train
IMG900646,img/placeholder/0646.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,38.4,Pune,2026-06,shade,plain,True,train
IMG900647,img/placeholder/0647.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,1.0,Pune,2025-09,daylight,floor_mat,True,test
IMG900648,img/placeholder/0648.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,160.0,Nagpur,2025-07,indoor_tube,cluttered_yard,False,train
IMG900649,img/placeholder/0649.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,33.5,Pune,2025-03,daylight,cart,False,train
IMG900650,img/placeholder/0650.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,12.6,Nagpur,2026-05,indoor_tube,cluttered_yard,True,train
IMG900651,img/placeholder/0651.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,133.6,Mumbai,2026-02,indoor_tube,cart,False,train
IMG900652,img/placeholder/0652.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,77.4,Mumbai,2025-05,flash,shop_counter,True,train
IMG900653,img/placeholder/0653.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,44.3,Mumbai,2026-08,shade,cluttered_yard,True,train
IMG900654,img/placeholder/0654.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,50.2,Mumbai,2026-05,daylight,cart,True,train
IMG900655,img/placeholder/0655.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,1.8,Aurangabad,2025-07,shade,floor_mat,True,train
IMG900656,img/placeholder/0656.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,26.0,Pimpri-Chinchwad,2026-03,flash,cluttered_yard,False,test
IMG900657,img/placeholder/0657.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,7.7,Nagpur,2026-05,low_light,cart,False,test
IMG900658,img/placeholder/0658.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,14.8,Mumbai,2025-08,flash,plain,True,test
IMG900659,img/placeholder/0659.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,5.1,Mumbai,2025-09,flash,cluttered_yard,True,train
IMG900660,img/placeholder/0660.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,8.6,Mumbai,2025-09,daylight,cluttered_yard,True,test
IMG900661,img/placeholder/0661.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,53.3,Pune,2025-12,shade,cluttered_yard,False,test
IMG900662,img/placeholder/0662.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,77.9,Aurangabad,2025-12,flash,cart,False,train
IMG900663,img/placeholder/0663.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,8.4,Pune,2025-04,flash,floor_mat,False,train
IMG900664,img/placeholder/0664.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,28.2,Pimpri-Chinchwad,2025-08,shade,cluttered_yard,True,train
IMG900665,img/placeholder/0665.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,18.7,Pune,2025-07,low_light,shop_counter,False,train
IMG900666,img/placeholder/0666.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,4.4,Pune,2026-02,shade,shop_counter,False,train
IMG900667,img/placeholder/0667.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,12.8,Mumbai,2026-08,daylight,shop_counter,False,val
IMG900668,img/placeholder/0668.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,13.6,Pune,2026-08,daylight,cart,False,val
IMG900669,img/placeholder/0669.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,50.5,Nagpur,2025-12,daylight,cluttered_yard,True,train
IMG900670,img/placeholder/0670.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,25.2,Pune,2026-05,daylight,cart,False,train
IMG900671,img/placeholder/0671.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,111.5,Pimpri-Chinchwad,2025-06,shade,cluttered_yard,False,train
IMG900672,img/placeholder/0672.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,5.4,Nagpur,2025-12,low_light,cluttered_yard,False,val
IMG900673,img/placeholder/0673.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,87.1,Nashik,2025-07,low_light,floor_mat,True,train
IMG900674,img/placeholder/0674.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,68.4,Pune,2025-06,flash,shop_counter,False,train
IMG900675,img/placeholder/0675.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,36.3,Pune,2025-06,indoor_tube,cluttered_yard,False,train
IMG900676,img/placeholder/0676.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,64.3,Pune,2026-05,shade,cluttered_yard,False,train
IMG900677,img/placeholder/0677.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,15.1,Pimpri-Chinchwad,2026-04,indoor_tube,floor_mat,False,train
IMG900678,img/placeholder/0678.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,21.8,Mumbai,2026-04,daylight,floor_mat,False,train
IMG900679,img/placeholder/0679.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,12.8,Mumbai,2025-08,flash,floor_mat,False,train
IMG900680,img/placeholder/0680.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,29.2,Nagpur,2026-06,daylight,shop_counter,True,train
IMG900681,img/placeholder/0681.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,10.1,Pune,2026-06,indoor_tube,cluttered_yard,True,test
IMG900682,img/placeholder/0682.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,2.7,Nagpur,2026-04,daylight,shop_counter,False,train
IMG900683,img/placeholder/0683.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,9.5,Mumbai,2025-07,shade,cart,True,train
IMG900684,img/placeholder/0684.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,1.2,Mumbai,2026-01,shade,cluttered_yard,True,train
IMG900685,img/placeholder/0685.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,23.2,Nashik,2026-04,indoor_tube,cluttered_yard,True,train
IMG900686,img/placeholder/0686.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,0.9,Pimpri-Chinchwad,2025-08,daylight,plain,False,train
IMG900687,img/placeholder/0687.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,2.2,Nagpur,2026-01,daylight,cart,False,train
IMG900688,img/placeholder/0688.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,106.0,Mumbai,2026-06,daylight,floor_mat,False,train
IMG900689,img/placeholder/0689.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,100.5,Mumbai,2025-03,shade,plain,False,val
IMG900690,img/placeholder/0690.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,143.4,Pune,2025-09,indoor_tube,cluttered_yard,False,train
IMG900691,img/placeholder/0691.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,40.1,Pimpri-Chinchwad,2026-08,flash,cluttered_yard,False,train
IMG900692,img/placeholder/0692.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,10.6,Pimpri-Chinchwad,2025-06,low_light,cluttered_yard,False,train
IMG900693,img/placeholder/0693.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,10.7,Mumbai,2026-04,shade,shop_counter,False,train
IMG900694,img/placeholder/0694.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,94.7,Mumbai,2025-05,daylight,cart,False,test
IMG900695,img/placeholder/0695.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,7.9,Aurangabad,2026-03,low_light,shop_counter,True,train
IMG900696,img/placeholder/0696.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,28.0,Nagpur,2026-03,daylight,cart,False,test
IMG900697,img/placeholder/0697.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,83.0,Pune,2026-07,daylight,floor_mat,False,train
IMG900698,img/placeholder/0698.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,93.3,Pune,2025-11,indoor_tube,floor_mat,False,train
IMG900699,img/placeholder/0699.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,11.5,Mumbai,2025-11,shade,cart,False,test
IMG900700,img/placeholder/0700.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,44.7,Aurangabad,2025-10,shade,plain,True,train
IMG900701,img/placeholder/0701.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,74.2,Aurangabad,2026-03,shade,floor_mat,False,train
IMG900702,img/placeholder/0702.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,8.3,Nashik,2025-04,daylight,cluttered_yard,True,train
IMG900703,img/placeholder/0703.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,47.1,Nagpur,2025-09,daylight,cluttered_yard,True,train
IMG900704,img/placeholder/0704.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,15.7,Pimpri-Chinchwad,2025-03,low_light,shop_counter,False,train
IMG900705,img/placeholder/0705.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,46.2,Mumbai,2026-06,indoor_tube,cluttered_yard,True,train
IMG900706,img/placeholder/0706.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,2.3,Mumbai,2025-10,daylight,cluttered_yard,False,train
IMG900707,img/placeholder/0707.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,4.8,Pune,2026-03,indoor_tube,cluttered_yard,True,train
IMG900708,img/placeholder/0708.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,20.1,Nashik,2025-12,flash,cart,True,train
IMG900709,img/placeholder/0709.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,29.1,Pune,2025-05,indoor_tube,cluttered_yard,False,train
IMG900710,img/placeholder/0710.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,3.6,Mumbai,2025-12,indoor_tube,cluttered_yard,False,val
IMG900711,img/placeholder/0711.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,7.0,Mumbai,2026-07,daylight,floor_mat,False,test
IMG900712,img/placeholder/0712.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,44.2,Mumbai,2026-02,low_light,floor_mat,True,train
IMG900713,img/placeholder/0713.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,41.8,Aurangabad,2025-03,low_light,floor_mat,True,train
IMG900714,img/placeholder/0714.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,15.5,Pimpri-Chinchwad,2025-06,low_light,cluttered_yard,False,train
IMG900715,img/placeholder/0715.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,32.1,Mumbai,2026-04,shade,shop_counter,False,train
IMG900716,img/placeholder/0716.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,25.8,Pune,2025-08,shade,plain,False,train
IMG900717,img/placeholder/0717.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,4.4,Nashik,2026-05,low_light,floor_mat,True,train
IMG900718,img/placeholder/0718.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,83.9,Mumbai,2025-05,indoor_tube,cluttered_yard,False,train
IMG900719,img/placeholder/0719.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,1.5,Pimpri-Chinchwad,2025-07,low_light,cluttered_yard,False,train
IMG900720,img/placeholder/0720.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,39.6,Nashik,2025-10,daylight,cart,True,train
IMG900721,img/placeholder/0721.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,8.2,Nashik,2025-11,indoor_tube,cart,False,train
IMG900722,img/placeholder/0722.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,19.1,Nashik,2026-03,indoor_tube,floor_mat,False,train
IMG900723,img/placeholder/0723.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,6.2,Pune,2026-07,indoor_tube,cluttered_yard,False,test
IMG900724,img/placeholder/0724.png,procedural_placeholder,False,LCD/LED panel,Backlight assembly,LCD-BLA,6.8,Aurangabad,2025-07,daylight,shop_counter,False,train
IMG900725,img/placeholder/0725.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,12.0,Pune,2026-08,indoor_tube,cluttered_yard,False,train
IMG900726,img/placeholder/0726.png,procedural_placeholder,False,LCD/LED panel,Laptop panel,LCD-LAP,22.3,Pune,2026-01,daylight,cluttered_yard,False,test
IMG900727,img/placeholder/0727.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,5.2,Pune,2025-11,shade,cluttered_yard,False,val
IMG900728,img/placeholder/0728.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,1.0,Pune,2025-05,low_light,shop_counter,False,train
IMG900729,img/placeholder/0729.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,84.8,Mumbai,2025-10,flash,plain,True,train
IMG900730,img/placeholder/0730.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,19.4,Mumbai,2025-03,shade,cart,True,train
IMG900731,img/placeholder/0731.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,55.9,Pune,2026-02,shade,floor_mat,True,train
IMG900732,img/placeholder/0732.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,8.5,Mumbai,2025-06,indoor_tube,cluttered_yard,False,train
IMG900733,img/placeholder/0733.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,25.3,Pimpri-Chinchwad,2025-11,shade,cluttered_yard,False,train
IMG900734,img/placeholder/0734.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,2.7,Mumbai,2026-07,indoor_tube,floor_mat,False,val
IMG900735,img/placeholder/0735.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,29.0,Pune,2026-01,indoor_tube,cluttered_yard,True,train
IMG900736,img/placeholder/0736.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,79.2,Nagpur,2025-03,shade,floor_mat,True,train
IMG900737,img/placeholder/0737.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,9.9,Mumbai,2025-09,shade,cluttered_yard,False,test
IMG900738,img/placeholder/0738.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,51.0,Aurangabad,2025-05,flash,cluttered_yard,False,train
IMG900739,img/placeholder/0739.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,21.2,Nagpur,2025-11,low_light,cluttered_yard,False,train
IMG900740,img/placeholder/0740.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,14.4,Aurangabad,2026-05,shade,shop_counter,False,train
IMG900741,img/placeholder/0741.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,3.2,Aurangabad,2025-12,indoor_tube,cluttered_yard,False,train
IMG900742,img/placeholder/0742.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,10.7,Aurangabad,2025-07,shade,floor_mat,False,test
IMG900743,img/placeholder/0743.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,36.2,Nashik,2025-08,shade,cluttered_yard,False,train
IMG900744,img/placeholder/0744.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,36.5,Mumbai,2025-05,indoor_tube,floor_mat,False,val
IMG900745,img/placeholder/0745.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,12.8,Aurangabad,2026-05,indoor_tube,shop_counter,True,train
IMG900746,img/placeholder/0746.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,27.2,Nashik,2026-01,low_light,shop_counter,True,train
IMG900747,img/placeholder/0747.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,33.9,Pimpri-Chinchwad,2025-03,daylight,shop_counter,True,train
IMG900748,img/placeholder/0748.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,56.9,Pune,2026-07,flash,floor_mat,True,val
IMG900749,img/placeholder/0749.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,20.9,Mumbai,2026-04,low_light,cluttered_yard,False,train
IMG900750,img/placeholder/0750.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,86.7,Mumbai,2025-08,shade,cluttered_yard,False,train
IMG900751,img/placeholder/0751.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,4.8,Aurangabad,2025-03,low_light,cart,False,train
IMG900752,img/placeholder/0752.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,49.6,Nashik,2026-03,indoor_tube,floor_mat,False,train
IMG900753,img/placeholder/0753.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,24.9,Pimpri-Chinchwad,2025-10,indoor_tube,cluttered_yard,False,test
IMG900754,img/placeholder/0754.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,23.4,Nashik,2025-08,low_light,cluttered_yard,True,train
IMG900755,img/placeholder/0755.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,11.1,Mumbai,2025-11,low_light,shop_counter,True,train
IMG900756,img/placeholder/0756.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,6.5,Mumbai,2026-08,shade,cart,False,train
IMG900757,img/placeholder/0757.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,7.5,Aurangabad,2025-04,low_light,cart,False,train
IMG900758,img/placeholder/0758.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,13.1,Pune,2026-06,daylight,cart,True,val
IMG900759,img/placeholder/0759.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,10.4,Nagpur,2025-09,shade,cart,True,train
IMG900760,img/placeholder/0760.png,procedural_placeholder,False,LCD/LED panel,TV panel,LCD-TV,26.6,Mumbai,2025-05,flash,cluttered_yard,True,train
IMG900761,img/placeholder/0761.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,2.8,Mumbai,2026-04,indoor_tube,floor_mat,False,train
IMG900762,img/placeholder/0762.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,18.9,Pimpri-Chinchwad,2025-03,shade,cart,True,train
IMG900763,img/placeholder/0763.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,43.6,Mumbai,2025-11,shade,cluttered_yard,True,train
IMG900764,img/placeholder/0764.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,16.1,Nashik,2025-03,daylight,shop_counter,False,train
IMG900765,img/placeholder/0765.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,43.3,Mumbai,2025-12,indoor_tube,cluttered_yard,False,train
IMG900766,img/placeholder/0766.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,11.1,Nagpur,2025-03,low_light,shop_counter,True,test
IMG900767,img/placeholder/0767.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,14.2,Mumbai,2026-01,shade,cluttered_yard,False,train
IMG900768,img/placeholder/0768.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,1.1,Aurangabad,2025-06,indoor_tube,cart,False,train
IMG900769,img/placeholder/0769.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,23.4,Pune,2026-07,daylight,shop_counter,True,val
IMG900770,img/placeholder/0770.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,7.3,Aurangabad,2026-08,shade,cluttered_yard,True,train
IMG900771,img/placeholder/0771.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,82.1,Pune,2026-05,daylight,floor_mat,True,train
IMG900772,img/placeholder/0772.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,57.3,Nagpur,2026-06,daylight,cart,True,train
IMG900773,img/placeholder/0773.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,1.8,Mumbai,2026-04,daylight,shop_counter,True,train
IMG900774,img/placeholder/0774.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,32.7,Mumbai,2026-05,indoor_tube,floor_mat,True,train
IMG900775,img/placeholder/0775.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,23.2,Pimpri-Chinchwad,2025-11,daylight,shop_counter,False,val
IMG900776,img/placeholder/0776.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,3.7,Mumbai,2025-09,shade,cluttered_yard,True,train
IMG900777,img/placeholder/0777.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,0.7,Pune,2026-08,shade,floor_mat,True,val
IMG900778,img/placeholder/0778.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,34.5,Mumbai,2026-01,flash,floor_mat,False,val
IMG900779,img/placeholder/0779.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,69.3,Mumbai,2025-10,shade,cluttered_yard,False,val
IMG900780,img/placeholder/0780.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,19.5,Pune,2026-02,daylight,cluttered_yard,False,test
IMG900781,img/placeholder/0781.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,122.2,Nagpur,2025-07,daylight,floor_mat,False,train
IMG900782,img/placeholder/0782.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,76.7,Pune,2025-08,low_light,cart,True,train
IMG900783,img/placeholder/0783.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,67.4,Pune,2025-11,daylight,plain,False,train
